date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Korea,North Macedonia,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-12-23,682088.0,182.0,25747.0,503.0,480.0,36.0,129.0,0.0,1.0,8586.0,838.0,29.0,90046.0,25.0,2107.0,2334.0,16.0,183.0,1367.0,2.0,1922.0,3212.0,113.0,38.0,0.0,40.0,1005.0,3.0,584.0,0.0,45679.0,0.0,0.0,1615.0,188.0,11.0,0.0,0.0,6689.0,32.0,1.0,12.0,22.0,1725.0,30.0,14233.0,0.0,0.0,,1138.0,42.0,2763.0,116.0,45.0,402.0,10898.0,229.0,3297.0,3.0,0.0,566.0,720.0,911.0,270.0,5.0,45.0,662.0,153.0,351.0,244940.0,152391.0,6.0,0.0,0.0,332.0,14929.0,56.0,49.0,0.0,2345.0,24740.0,89.0,68.0,935.0,0.0,2.0,655.0,20.0,0.0,42.0,8.0,438031.0,448.0,53.0,1894.0,16.0,24712.0,7514.0,0.0,6261.0,1173.0,927.0,0.0,2535.0,13908.0,69.0,3276.0,2091.0,754.0,427.0,,271.0,266.0,230.0,0.0,1145.0,2246.0,179.0,10.0,640.0,59.0,3878.0,2686.0,70747.0,400.0,0.0,0.0,13.0,1348.0,13.0,56.0,82.0,0.0,199.0,0.0,11653.0,,1282.0,11.0,13.0,520.0,0.0,2566.0,0.0,923.0,355.0,,743.0,11507.0,0.0,0.0,42.0,73.0,1133.0,245809.0,,625.0,523.0,81.0,93.0,2256.0,,1870.0,3059.0,0.0,827.0,1678.0,1189.0,12358.0,4602.0,140.0,5459.0,26814.0,87.0,0.0,0.0,2.0,1.0,1.0,0.0,41.0,0.0,177.0,98.0,4426.0,9.0,6.0,21.0,9215.0,2129.0,0.0,0.0,14046.0,75465.0,983.0,221.0,12386.0,580.0,274.0,65.0,6609.0,5033.0,129.0,6.0,52.0,0.0,46.0,2.0,27.0,,47.0,1677.0,19650.0,0.0,,489.0,10572.0,1246.0,39237.0,220833.0,170620.0,709.0,135.0,0.0,0.0,196.0,1.0,0.0,0.0,241.0,112.0
2020-12-24,693271.0,287.0,27045.0,510.0,458.0,30.0,98.0,0.0,0.0,0.0,702.0,29.0,88785.0,12.0,2558.0,1850.0,0.0,253.0,1234.0,16.0,1917.0,2583.0,120.0,0.0,7.0,0.0,1057.0,0.0,728.0,403.0,58211.0,0.0,0.0,772.0,292.0,0.0,0.0,428.0,6353.0,20.0,1.0,0.0,20.0,3238.0,27.0,14940.0,22.0,0.0,,1048.0,87.0,2233.0,217.0,48.0,477.0,14149.0,243.0,2869.0,11.0,0.0,1158.0,926.0,1021.0,291.0,0.0,74.0,700.0,164.0,410.0,259434.0,163969.0,5.0,0.0,0.0,277.0,21634.0,84.0,0.0,0.0,1972.0,32195.0,0.0,78.0,870.0,0.0,0.0,638.0,32.0,0.0,8.0,34.0,445251.0,0.0,71.0,3292.0,0.0,23067.0,7199.0,0.0,6178.0,1127.0,918.0,0.0,4656.0,18039.0,96.0,3746.0,1707.0,736.0,236.0,,0.0,244.0,186.0,0.0,1270.0,2708.0,0.0,0.0,846.0,50.0,3655.0,2868.0,70316.0,0.0,0.0,0.0,16.0,1581.0,21.0,94.0,70.0,0.0,174.0,0.0,12485.0,,1222.0,16.0,57.0,361.0,0.0,2650.0,264.0,919.0,595.0,,613.0,11502.0,0.0,0.0,0.0,57.0,1041.0,237510.0,,592.0,476.0,115.0,54.0,2152.0,,1704.0,3413.0,19.0,958.0,0.0,1720.0,13115.0,4378.0,157.0,4310.0,29499.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,189.0,157.0,4091.0,0.0,7.0,13.0,7354.0,2087.0,0.0,0.0,14305.0,80382.0,1237.0,0.0,12662.0,592.0,212.0,76.0,0.0,4898.0,130.0,0.0,51.0,0.0,67.0,8.0,26.0,,18.0,1752.0,18102.0,3.0,,515.0,11926.0,1311.0,39036.0,211535.0,174835.0,747.0,141.0,0.0,0.0,221.0,11.0,0.0,5.0,112.0,130.0
2020-12-25,493149.0,238.0,25785.0,553.0,434.0,57.0,70.0,0.0,1.0,10689.0,621.0,11.0,86079.0,23.0,2855.0,1703.0,0.0,234.0,1163.0,2.0,1893.0,2342.0,0.0,0.0,1.0,57.0,469.0,0.0,593.0,0.0,21183.0,0.0,0.0,257.0,193.0,13.0,0.0,0.0,5924.0,8.0,0.0,0.0,13.0,1679.0,36.0,14941.0,0.0,0.0,,0.0,10.0,1643.0,183.0,39.0,433.0,4402.0,190.0,2992.0,4.0,0.0,1381.0,818.0,1133.0,273.0,0.0,41.0,573.0,138.0,481.0,179295.0,96631.0,6.0,0.0,0.0,138.0,20262.0,0.0,28.0,0.0,1881.0,0.0,0.0,58.0,617.0,1.0,7.0,186.0,16.0,0.0,23.0,41.0,277985.0,623.0,57.0,2610.0,0.0,22273.0,7259.0,0.0,6021.0,1140.0,1025.0,0.0,4713.0,19037.0,78.0,3832.0,1616.0,1223.0,282.0,,695.0,260.0,180.0,0.0,666.0,2136.0,0.0,0.0,461.0,34.0,2976.0,2746.0,67115.0,0.0,0.0,0.0,62.0,1247.0,25.0,47.0,50.0,0.0,146.0,0.0,9679.0,,815.0,6.0,6.0,522.0,0.0,2329.0,77.0,758.0,683.0,,608.0,9856.0,0.0,0.0,0.0,72.0,784.0,146958.0,,489.0,317.0,23.0,0.0,2260.0,,1518.0,2986.0,0.0,559.0,3829.0,1877.0,9081.0,4146.0,129.0,3812.0,28595.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,178.0,169.0,3823.0,0.0,18.0,14.0,5064.0,1794.0,0.0,0.0,14796.0,55009.0,1132.0,0.0,0.0,551.0,283.0,70.0,0.0,0.0,120.0,4.0,36.0,0.0,81.0,0.0,26.0,,8.0,1826.0,17543.0,19.0,,446.0,11458.0,1230.0,32725.0,125515.0,145303.0,391.0,112.0,0.0,0.0,358.0,7.0,0.0,0.0,337.0,94.0
2020-12-26,532588.0,169.0,21383.0,375.0,416.0,50.0,50.0,1.0,0.0,3713.0,586.0,19.0,75865.0,11.0,1806.0,1428.0,0.0,214.0,834.0,5.0,1916.0,784.0,0.0,0.0,20.0,21.0,759.0,0.0,439.0,0.0,17533.0,0.0,0.0,469.0,121.0,0.0,1.0,0.0,5377.0,2.0,0.0,0.0,15.0,2563.0,41.0,10196.0,0.0,337.0,,0.0,0.0,350.0,138.0,2.0,50.0,2706.0,291.0,1834.0,1.0,0.0,905.0,446.0,1189.0,0.0,0.0,0.0,445.0,197.0,533.0,165384.0,85254.0,4.0,0.0,0.0,157.0,3093.0,0.0,0.0,0.0,1784.0,39988.0,243.0,59.0,262.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,359666.0,438.0,59.0,1198.0,0.0,18732.0,6740.0,0.0,5760.0,836.0,1296.0,0.0,4273.0,10405.0,87.0,3885.0,1050.0,926.0,130.0,,270.0,172.0,157.0,0.0,399.0,1403.0,0.0,2.0,0.0,29.0,1773.0,2071.0,57426.0,0.0,0.0,0.0,4.0,2335.0,35.0,86.0,129.0,0.0,252.0,0.0,4974.0,,746.0,8.0,6.0,382.0,0.0,2369.0,54.0,734.0,136.0,,500.0,9080.0,0.0,16.0,0.0,52.0,829.0,232105.0,,529.0,430.0,27.0,0.0,1853.0,,1306.0,2064.0,0.0,274.0,1564.0,1404.0,4878.0,1214.0,169.0,1387.0,28833.0,74.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,163.0,154.0,3200.0,0.0,0.0,10.0,1182.0,369.0,0.0,0.0,11552.0,37824.0,970.0,0.0,0.0,598.0,247.0,58.0,0.0,0.0,111.0,3.0,43.0,0.0,110.0,0.0,9.0,,7.0,1652.0,15118.0,15.0,,203.0,8134.0,1227.0,34693.0,217961.0,113424.0,370.0,98.0,0.0,0.0,348.0,1.0,0.0,0.0,100.0,83.0
2020-12-27,413133.0,84.0,18675.0,499.0,392.0,15.0,91.0,0.0,0.0,5030.0,485.0,18.0,71538.0,29.0,1287.0,1519.0,46.0,215.0,1049.0,4.0,1825.0,847.0,71.0,0.0,0.0,26.0,494.0,0.0,361.0,0.0,17614.0,0.0,0.0,332.0,89.0,18.0,0.0,0.0,5544.0,16.0,0.0,0.0,19.0,1711.0,35.0,9594.0,0.0,0.0,,0.0,71.0,618.0,167.0,4.0,25.0,3030.0,76.0,2180.0,8.0,0.0,824.0,81.0,1226.0,265.0,12.0,47.0,365.0,117.0,451.0,135058.0,61211.0,8.0,0.0,0.0,183.0,8867.0,0.0,0.0,2.0,1097.0,13755.0,115.0,68.0,342.0,0.0,0.0,138.0,28.0,0.0,4.0,0.0,248866.0,0.0,70.0,698.0,0.0,20021.0,6528.0,0.0,5502.0,818.0,735.0,0.0,2806.0,8937.0,39.0,2944.0,1590.0,760.0,80.0,,215.0,204.0,191.0,0.0,511.0,1754.0,0.0,0.0,728.0,23.0,1824.0,1936.0,54472.0,0.0,0.0,81.0,11.0,1196.0,26.0,55.0,84.0,0.0,126.0,0.0,6217.0,,359.0,0.0,7.0,367.0,0.0,1517.0,103.0,606.0,525.0,,481.0,7415.0,0.0,0.0,0.0,53.0,838.0,152130.0,,296.0,381.0,29.0,182.0,1974.0,,1189.0,2633.0,0.0,260.0,0.0,881.0,3842.0,1577.0,159.0,2049.0,27849.0,153.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,86.0,2693.0,0.0,11.0,5.0,1086.0,622.0,0.0,0.0,9502.0,35703.0,808.0,35.0,0.0,674.0,106.0,40.0,0.0,0.0,101.0,2.0,37.0,0.0,121.0,0.0,0.0,,8.0,1362.0,14205.0,5.0,,248.0,6548.0,944.0,32340.0,136145.0,107859.0,510.0,85.0,0.0,0.0,365.0,1.0,0.0,2.0,163.0,114.0
2020-12-28,499320.0,159.0,15199.0,318.0,382.0,54.0,56.0,1.0,3.0,7216.0,114.0,18.0,69972.0,12.0,1163.0,772.0,0.0,202.0,932.0,9.0,1841.0,857.0,30.0,0.0,0.0,0.0,751.0,0.0,220.0,0.0,27437.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,6270.0,9.0,0.0,0.0,10.0,1923.0,43.0,9310.0,0.0,0.0,,2772.0,24.0,316.0,229.0,7.0,266.0,3741.0,78.0,2479.0,0.0,0.0,641.0,403.0,1359.0,258.0,0.0,0.0,416.0,203.0,281.0,168667.0,78261.0,3.0,0.0,0.0,191.0,2960.0,146.0,13.0,0.0,538.0,10976.0,102.0,45.0,475.0,0.0,12.0,132.0,14.0,0.0,5.0,112.0,327354.0,616.0,61.0,609.0,43.0,16432.0,5854.0,0.0,5908.0,931.0,765.0,0.0,5815.0,8581.0,9.0,2397.0,1802.0,757.0,69.0,,181.0,204.0,162.0,0.0,508.0,1594.0,231.0,0.0,532.0,29.0,1580.0,1378.0,48930.0,640.0,0.0,0.0,23.0,1594.0,16.0,74.0,101.0,0.0,136.0,0.0,5996.0,,569.0,4.0,39.0,275.0,0.0,950.0,45.0,648.0,364.0,,659.0,7520.0,0.0,7.0,0.0,49.0,397.0,194276.0,,83.0,526.0,165.0,91.0,1776.0,,1217.0,2348.0,0.0,952.0,2111.0,764.0,3211.0,2093.0,160.0,2620.0,27363.0,51.0,0.0,0.0,26.0,0.0,0.0,0.0,12.0,0.0,119.0,119.0,2559.0,0.0,0.0,5.0,873.0,521.0,0.0,0.0,7458.0,51041.0,1045.0,1.0,24462.0,549.0,194.0,35.0,0.0,10087.0,105.0,8.0,36.0,0.0,144.0,3.0,21.0,,3.0,1612.0,15197.0,0.0,,162.0,4809.0,1027.0,41385.0,174784.0,121657.0,578.0,81.0,0.0,0.0,320.0,10.0,0.0,2.0,109.0,71.0
2020-12-29,671664.0,140.0,20128.0,574.0,357.0,44.0,75.0,0.0,0.0,11650.0,348.0,50.0,81717.0,32.0,1697.0,1101.0,12.0,234.0,1181.0,6.0,1816.0,1677.0,77.0,0.0,14.0,13.0,1293.0,0.0,543.0,0.0,56371.0,0.0,0.0,1438.0,193.0,5.0,0.0,0.0,9405.0,29.0,8.0,13.0,33.0,1958.0,25.0,11015.0,50.0,0.0,,1037.0,74.0,1350.0,167.0,28.0,751.0,10862.0,265.0,2621.0,0.0,0.0,860.0,568.0,1333.0,269.0,0.0,181.0,475.0,247.0,243.0,246485.0,146209.0,19.0,0.0,3.0,435.0,11395.0,99.0,0.0,4.0,2012.0,12892.0,178.0,87.0,1045.0,0.0,3.0,846.0,0.0,5.0,3.0,0.0,438804.0,1199.0,53.0,902.0,10.0,20549.0,7903.0,0.0,6108.0,1013.0,1545.0,0.0,5113.0,11210.0,20.0,3627.0,1645.0,896.0,147.0,,109.0,236.0,119.0,0.0,838.0,2298.0,49.0,0.0,437.0,38.0,2515.0,2280.0,61934.0,239.0,0.0,0.0,11.0,1925.0,31.0,93.0,115.0,0.0,211.0,0.0,12099.0,,927.0,26.0,16.0,435.0,0.0,2160.0,62.0,619.0,564.0,,708.0,9410.0,0.0,0.0,0.0,49.0,749.0,237363.0,,497.0,693.0,134.0,70.0,2155.0,,1149.0,4574.0,0.0,762.0,1251.0,876.0,7624.0,3336.0,206.0,4637.0,26588.0,107.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,149.0,78.0,3136.0,0.0,9.0,13.0,8648.0,1978.0,0.0,0.0,9580.0,85837.0,1048.0,20.0,14089.0,453.0,172.0,85.0,32485.0,4197.0,105.0,2.0,34.0,0.0,155.0,0.0,28.0,,12.0,1598.0,15805.0,16.0,,308.0,7402.0,1506.0,53135.0,206657.0,168646.0,656.0,75.0,0.0,0.0,225.0,3.0,0.0,0.0,234.0,177.0
2020-12-30,725307.0,183.0,30593.0,581.0,323.0,64.0,62.0,0.0,0.0,11765.0,582.0,69.0,83781.0,24.0,2125.0,1052.0,11.0,256.0,1235.0,1.0,1957.0,2831.0,56.0,46.0,0.0,19.0,1485.0,4.0,531.0,675.0,55600.0,0.0,5.0,1729.0,94.0,0.0,2.0,0.0,7714.0,41.0,4.0,2.0,29.0,2964.0,38.0,11639.0,0.0,0.0,,1315.0,116.0,1850.0,86.0,51.0,907.0,16420.0,194.0,2783.0,11.0,0.0,1314.0,1186.0,1411.0,276.0,16.0,32.0,973.0,212.0,468.0,275341.0,176108.0,4.0,0.0,0.0,308.0,26457.0,56.0,61.0,0.0,1738.0,22459.0,90.0,180.0,942.0,1.0,0.0,879.0,19.0,0.0,18.0,41.0,477327.0,0.0,54.0,1972.0,18.0,21822.0,8002.0,0.0,6272.0,901.0,1718.0,3.0,4186.0,16202.0,41.0,3871.0,1674.0,888.0,112.0,,0.0,205.0,189.0,0.0,1367.0,2878.0,89.0,0.0,585.0,37.0,3478.0,2607.0,66048.0,327.0,0.0,0.0,83.0,1870.0,47.0,233.0,124.0,0.0,202.0,0.0,12406.0,,990.0,26.0,38.0,378.0,0.0,2143.0,113.0,587.0,482.0,,511.0,9692.0,0.0,11.0,39.0,0.0,1016.0,247573.0,,493.0,732.0,91.0,86.0,2475.0,,1277.0,4465.0,0.0,822.0,1588.0,1006.0,12780.0,6049.0,193.0,4875.0,26095.0,122.0,0.0,0.0,9.0,1.0,2.0,0.0,57.0,0.0,113.0,139.0,3236.0,15.0,14.0,27.0,9743.0,2435.0,0.0,24.0,17710.0,87928.0,967.0,29.0,16716.0,646.0,178.0,83.0,8846.0,5424.0,101.0,2.0,37.0,0.0,250.0,0.0,7.0,,5.0,2414.0,15692.0,9.0,,396.0,8404.0,1723.0,50023.0,218774.0,179320.0,518.0,78.0,0.0,0.0,260.0,2.0,0.0,1.0,285.0,300.0
2020-12-31,839572.0,0.0,29789.0,589.0,299.0,66.0,120.0,0.0,1.0,11586.0,531.0,47.0,85117.0,20.0,2975.0,1064.0,14.0,250.0,1014.0,11.0,1923.0,2254.0,52.0,0.0,9.0,15.0,1752.0,10.0,0.0,105.0,54469.0,0.0,0.0,1046.0,76.0,9.0,12.0,0.0,6995.0,47.0,8.0,0.0,36.0,2023.0,22.0,16314.0,58.0,199.0,,1207.0,124.0,2391.0,176.0,30.0,1031.0,17039.0,282.0,2249.0,7.0,0.0,1206.0,1000.0,1418.0,282.0,13.0,68.0,734.0,212.0,408.0,288808.0,182676.0,5.0,0.0,0.0,255.0,19927.0,75.0,0.0,0.0,1527.0,32552.0,0.0,67.0,932.0,0.0,0.0,846.0,15.0,0.0,13.0,0.0,585504.0,915.0,68.0,2971.0,0.0,20035.0,8074.0,0.0,6389.0,849.0,1622.0,0.0,6678.0,23477.0,34.0,4532.0,1427.0,753.0,207.0,,234.0,286.0,191.0,0.0,1861.0,3507.0,0.0,0.0,342.0,31.0,3259.0,2696.0,67811.0,0.0,0.0,0.0,112.0,2525.0,19.0,61.0,109.0,0.0,173.0,0.0,12159.0,,977.0,22.0,20.0,465.0,0.0,1861.0,157.0,890.0,608.0,,534.0,8205.0,0.0,0.0,0.0,115.0,1031.0,341886.0,,535.0,557.0,95.0,148.0,2463.0,,1268.0,4046.0,0.0,974.0,4641.0,1532.0,13464.0,7627.0,213.0,4322.0,27329.0,133.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,140.0,195.0,2932.0,0.0,28.0,30.0,11915.0,2412.0,0.0,0.0,18000.0,93877.0,1029.0,18.0,18047.0,597.0,262.0,29.0,0.0,4391.0,90.0,2.0,3.0,0.0,194.0,0.0,22.0,,18.0,1924.0,14380.0,19.0,,539.0,10117.0,1730.0,55892.0,313782.0,183551.0,639.0,75.0,0.0,0.0,437.0,9.0,0.0,2.0,263.0,242.0
2021-01-01,563715.0,183.0,27749.0,0.0,287.0,68.0,15.0,0.0,0.0,4080.0,329.0,20.0,75399.0,35.0,2711.0,341.0,16.0,238.0,990.0,12.0,1939.0,1793.0,0.0,0.0,0.0,19.0,861.0,0.0,1158.0,0.0,22939.0,0.0,0.0,274.0,121.0,4.0,1.0,571.0,6333.0,32.0,0.0,0.0,28.0,3591.0,36.0,12105.0,0.0,0.0,,0.0,73.0,1170.0,193.0,29.0,762.0,13361.0,191.0,2451.0,9.0,0.0,1433.0,866.0,1409.0,273.0,0.0,0.0,416.0,124.0,388.0,213234.0,116192.0,0.0,0.0,0.0,254.0,19358.0,0.0,0.0,3.0,990.0,0.0,159.0,172.0,597.0,0.0,0.0,224.0,16.0,0.0,16.0,16.0,373123.0,1147.0,42.0,2764.0,0.0,19079.0,8072.0,0.0,6287.0,902.0,1753.0,0.0,5248.0,22210.0,88.0,3256.0,1271.0,864.0,156.0,,358.0,285.0,122.0,0.0,711.0,2385.0,112.0,0.0,467.0,24.0,2810.0,2401.0,63607.0,0.0,0.0,0.0,101.0,2068.0,47.0,113.0,135.0,0.0,217.0,0.0,11091.0,,440.0,10.0,25.0,342.0,0.0,1777.0,152.0,412.0,604.0,,426.0,8603.0,0.0,0.0,0.0,80.0,980.0,201396.0,,414.0,236.0,35.0,0.0,2184.0,,1219.0,2943.0,0.0,417.0,0.0,1756.0,10896.0,6951.0,208.0,3938.0,26613.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,8.0,137.0,224.0,2074.0,41.0,24.0,30.0,10476.0,1798.0,0.0,0.0,16726.0,45902.0,824.0,0.0,0.0,557.0,230.0,67.0,0.0,0.0,92.0,3.0,0.0,0.0,279.0,0.0,29.0,,8.0,1417.0,12203.0,0.0,,295.0,9858.0,1856.0,53285.0,177570.0,124584.0,634.0,122.0,0.0,0.0,326.0,9.0,0.0,2.0,272.0,217.0
2021-01-02,604173.0,73.0,22890.0,675.0,262.0,49.0,40.0,0.0,0.0,5240.0,60.0,23.0,70826.0,24.0,2003.0,421.0,0.0,271.0,684.0,0.0,1902.0,880.0,31.0,0.0,18.0,21.0,1070.0,0.0,0.0,0.0,15353.0,0.0,0.0,340.0,112.0,0.0,2.0,0.0,5814.0,11.0,0.0,0.0,28.0,3338.0,47.0,11528.0,41.0,0.0,,0.0,0.0,255.0,169.0,5.0,167.0,3447.0,149.0,1611.0,1.0,0.0,747.0,1135.0,1407.0,288.0,0.0,0.0,383.0,229.0,397.0,183373.0,88392.0,4.0,0.0,0.0,128.0,3466.0,0.0,0.0,0.0,342.0,35614.0,134.0,92.0,262.0,0.0,0.0,80.0,46.0,0.0,3.0,0.0,443544.0,170.0,35.0,1410.0,0.0,18177.0,7203.0,0.0,6045.0,840.0,3394.0,3.0,6289.0,11825.0,16.0,3071.0,903.0,820.0,64.0,,0.0,205.0,58.0,0.0,314.0,2520.0,0.0,0.0,0.0,14.0,1243.0,1932.0,53625.0,0.0,0.0,53.0,28.0,2295.0,30.0,23.0,88.0,0.0,96.0,0.0,6359.0,,436.0,16.0,22.0,267.0,0.0,1171.0,174.0,574.0,109.0,,419.0,7402.0,0.0,19.0,0.0,34.0,576.0,288218.0,,46.0,463.0,43.0,0.0,2272.0,,1064.0,2031.0,0.0,369.0,0.0,1096.0,7006.0,3241.0,198.0,1194.0,25938.0,107.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,2.0,101.0,147.0,1907.0,0.0,11.0,33.0,2326.0,393.0,0.0,0.0,15002.0,38823.0,651.0,0.0,0.0,515.0,152.0,66.0,0.0,0.0,90.0,6.0,6.0,0.0,216.0,0.0,21.0,,4.0,1422.0,11180.0,16.0,,201.0,5401.0,1963.0,57724.0,272445.0,105072.0,522.0,0.0,0.0,0.0,199.0,8.0,0.0,0.0,233.0,407.0
2021-01-03,520258.0,123.0,21995.0,447.0,249.0,26.0,34.0,2.0,1.0,5884.0,229.0,32.0,69200.0,20.0,1591.0,803.0,27.0,294.0,835.0,161.0,1837.0,842.0,94.0,0.0,0.0,6.0,606.0,0.0,502.0,0.0,17190.0,0.0,15.0,171.0,111.0,11.0,1.0,0.0,9625.0,37.0,0.0,0.0,44.0,2289.0,36.0,9412.0,0.0,0.0,,0.0,85.0,696.0,199.0,23.0,627.0,5012.0,104.0,1170.0,1.0,0.0,366.0,101.0,1309.0,0.0,0.0,0.0,342.0,232.0,573.0,168023.0,77691.0,6.0,0.0,0.0,205.0,12489.0,0.0,0.0,0.0,417.0,10315.0,104.0,102.0,390.0,0.0,0.0,159.0,0.0,3.0,7.0,62.0,365037.0,225.0,41.0,1307.0,0.0,16504.0,6877.0,0.0,5960.0,741.0,4961.0,0.0,6743.0,14245.0,118.0,3166.0,1540.0,683.0,124.0,,463.0,269.0,174.0,0.0,568.0,2870.0,0.0,0.0,670.0,23.0,1424.0,2465.0,51144.0,0.0,0.0,0.0,132.0,1704.0,33.0,27.0,85.0,0.0,117.0,0.0,5211.0,,179.0,6.0,21.0,339.0,0.0,1005.0,341.0,729.0,462.0,,421.0,6563.0,2.0,0.0,0.0,28.0,917.0,221448.0,,235.0,450.0,41.0,537.0,1895.0,,932.0,1972.0,19.0,355.0,2962.0,891.0,5782.0,3384.0,197.0,3034.0,23845.0,109.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,0.0,82.0,186.0,1966.0,17.0,27.0,35.0,1745.0,743.0,0.0,0.0,11859.0,39551.0,1020.0,0.0,0.0,403.0,157.0,50.0,0.0,0.0,94.0,4.0,3.0,0.0,315.0,2.0,19.0,,6.0,1565.0,9877.0,1.0,,210.0,4881.0,1590.0,54990.0,203162.0,101610.0,548.0,76.0,0.0,0.0,147.0,12.0,0.0,0.0,352.0,774.0
2021-01-04,557630.0,200.0,21775.0,185.0,237.0,57.0,42.0,0.0,0.0,8222.0,193.0,42.0,72437.0,13.0,1635.0,334.0,10.0,288.0,910.0,50.0,1869.0,876.0,37.0,0.0,2.0,18.0,1010.0,0.0,0.0,563.0,25039.0,0.0,0.0,1029.0,75.0,9.0,0.0,0.0,9717.0,29.0,9.0,0.0,16.0,2450.0,69.0,10311.0,0.0,0.0,,3115.0,152.0,361.0,316.0,6.0,529.0,6233.0,51.0,2076.0,4.0,0.0,2043.0,466.0,1277.0,284.0,2.0,43.0,390.0,195.0,297.0,200840.0,98372.0,2.0,0.0,0.0,169.0,4022.0,62.0,34.0,0.0,594.0,9847.0,0.0,107.0,427.0,0.0,0.0,181.0,15.0,0.0,21.0,50.0,382392.0,29.0,53.0,856.0,41.0,16375.0,6753.0,0.0,6073.0,595.0,6110.0,0.0,6631.0,10798.0,154.0,3343.0,1623.0,730.0,106.0,,0.0,372.0,0.0,0.0,621.0,2861.0,0.0,0.0,561.0,19.0,1190.0,2049.0,50231.0,571.0,0.0,0.0,91.0,1741.0,26.0,7.0,148.0,0.0,81.0,0.0,6464.0,,436.0,10.0,23.0,435.0,0.0,656.0,154.0,590.0,270.0,,403.0,6341.0,0.0,5.0,0.0,0.0,1271.0,211959.0,,105.0,529.0,80.0,180.0,1947.0,,1009.0,2494.0,0.0,764.0,1376.0,954.0,4385.0,4369.0,207.0,3130.0,23015.0,172.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,94.0,106.0,2715.0,12.0,0.0,24.0,908.0,772.0,0.0,0.0,12601.0,50539.0,715.0,31.0,30579.0,468.0,240.0,100.0,0.0,9665.0,89.0,3.0,2.0,0.0,745.0,3.0,20.0,,10.0,1252.0,13695.0,0.0,,128.0,4494.0,1501.0,58784.0,186939.0,122958.0,603.0,0.0,0.0,0.0,177.0,3.0,0.0,0.0,411.0,564.0
