date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North America,North Korea,North Macedonia,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2021-10-30,382.86,6.565,26.001,1278.886,13.54,1402.753,16.831,9510.613,415.902,185.474,4936.212,1089.621,153.787,459.098,3156.735,1430.767,419.523,182.036,11.163,8574.594,1467.547,4142.958,3338.392,14.154,545.112,5.112,316.996,1811.326,1484.446,636.809,367.887,0.0,2592.416,4860.25,0.0,11.249,46.697,79.17,423.359,129.813,6606.327,0.0,0.0,655.997,0.351,211.975,41.827,153.255,0.0,719.575,4.048,5954.057,614.866,366.16,1139.5,2966.555,0.384,1901.65,30.334,3779.653,483.488,105.05,57.221,178.651,120.603,11.401,8928.679,24.133,23.278,2094.061,1663.833,10260.369,263.089,176.388,743.763,585.684,114.27,386.773,3.326,7227.088,1461.44,8.125,3549.897,2423.213,1203.668,199.268,377.552,1.948,0.95,706.048,18.127,1299.739,118.184,3.472,1965.827,1590.226,69.033,16.112,,728.86,206.198,3081.558,6352.474,500.688,507.779,264.556,14.941,979.986,706.826,12.309,0.0,71.264,34.435,108.436,611.065,9195.668,733.55,21.684,0.189,553.994,990.98,7610.749,10.565,142.577,1667.694,0.0,0.135,1.813,1196.675,1254.3,10.136,183.764,0.0,77.067,3813.07,189.045,0.0,3061.724,685.1,10069.23,5256.091,0.0,50.296,1.517,106.037,40.903,,119.813,2818.546,1703.689,152.354,45.622,3.472,7.285,968.499,,1272.446,1207.142,352.607,27.315,19.26,0.0,511.802,256.545,234.357,43.506,170.545,278.896,1251.971,521.281,262.325,4598.543,1794.887,23.736,0.0,964.745,822.807,0.0,1317.827,0.0,1484.12,65.965,10.053,1.501,6598.805,1316.097,0.0,4603.495,6278.246,7442.061,0.0,41.426,42.642,304.922,247.048,7.514,282.094,203.919,4.16,1595.351,522.876,1160.921,86.96,1.758,0.0,1.832,865.224,17.148,8.928,,1099.904,64.502,2132.931,524.866,,9.101,4113.875,67.153,4222.078,1496.377,368.449,493.456,70.926,6.121,0.0,232.212,312.751,0.0,3.472,4.646,20.71
2021-10-31,387.825,7.44,26.553,1267.979,14.03,1402.753,16.072,9510.613,415.902,185.65,4660.36,1108.408,156.486,450.77,3410.773,1452.49,419.523,175.244,10.789,8599.448,1461.36,4142.958,3338.392,14.154,545.112,5.112,299.817,1737.395,1484.446,636.809,375.29,0.0,2265.023,4873.079,0.0,11.249,44.728,79.17,425.102,126.441,6606.327,0.0,0.0,674.361,0.39,218.549,64.533,153.255,0.0,719.575,4.226,6208.625,557.518,381.853,1139.5,3186.967,0.384,1932.761,24.089,4329.421,480.46,91.995,57.645,178.651,120.603,11.401,8996.549,30.79,22.953,2108.493,1687.452,9977.973,263.089,176.388,749.358,605.208,114.27,386.773,3.326,7212.666,1461.44,8.125,3611.103,2485.515,1203.668,183.327,367.857,1.948,1.425,594.762,15.71,1318.029,118.184,3.071,1965.827,1590.226,67.769,15.749,,720.425,201.68,3128.939,5843.802,463.435,521.364,267.031,14.909,986.277,603.619,11.809,0.0,71.264,35.372,104.968,615.979,8951.43,765.974,20.817,0.189,544.893,990.98,7641.293,10.266,146.726,1667.694,0.0,0.135,1.911,1176.432,1366.939,9.959,191.264,0.0,77.067,4357.134,200.386,0.0,2984.424,685.1,16141.253,5409.181,0.0,49.869,2.032,107.237,40.124,,115.034,2955.075,1676.099,162.961,45.622,4.274,6.868,991.535,,1330.718,1244.497,342.393,27.97,18.344,0.0,511.802,286.033,205.864,44.98,174.363,262.662,1312.688,536.761,270.488,4379.766,1831.103,23.518,0.0,922.799,739.415,0.0,1394.781,0.0,1484.12,74.76,10.025,1.386,6481.801,1316.097,0.0,4564.467,6481.491,7518.01,0.0,41.426,41.473,309.393,256.621,7.514,282.094,228.516,4.16,1457.82,522.876,1160.921,73.717,1.842,0.0,1.832,858.362,14.911,9.832,,1076.39,85.302,2123.041,524.866,,9.757,4031.536,65.776,4206.184,1534.965,369.521,511.57,69.136,6.121,0.0,234.615,327.763,0.0,3.353,4.996,19.975
2021-11-01,388.482,5.933,25.134,1244.407,14.765,1139.737,14.836,9510.613,330.589,183.695,4619.719,1089.621,156.236,425.902,3645.794,1425.747,360.985,180.677,10.351,8645.605,1450.138,2783.821,3128.663,5.317,498.388,5.112,318.305,1996.156,1545.988,492.719,360.423,0.0,1919.813,4894.311,0.0,10.318,43.238,79.17,416.936,118.012,6606.327,10.934,2.031,680.227,0.41,219.59,56.167,134.329,0.0,655.879,3.658,6319.285,506.056,413.238,1213.16,3274.922,1.131,1940.581,21.412,3422.304,511.185,139.77,58.203,178.651,120.603,11.943,9096.092,35.783,21.884,2128.987,1705.501,11239.34,263.089,163.481,758.382,613.629,114.27,262.453,4.065,7265.813,1613.029,3.854,3366.282,2628.799,1132.864,263.034,369.314,1.804,1.425,683.791,15.278,1327.308,118.184,2.671,2419.611,1600.953,66.354,15.543,,746.861,193.051,3330.01,5678.189,442.163,526.157,244.749,14.369,1032.175,594.597,12.049,0.0,72.386,35.372,105.269,625.276,8889.29,759.78,20.817,0.754,550.325,838.521,7793.29,9.313,146.019,1667.694,0.0,0.135,1.715,1171.835,1611.308,10.268,204.39,0.0,80.023,4850.409,178.528,0.0,3000.312,548.08,15830.222,5421.938,0.0,50.857,2.305,110.3,34.67,,107.439,3067.92,1489.866,173.761,45.622,4.045,4.027,985.232,,1339.316,1325.832,323.942,25.348,17.856,0.0,442.47,225.696,189.103,48.962,174.158,251.542,1361.638,554.092,272.343,4268.165,1847.508,21.486,0.0,796.963,778.331,0.0,1298.589,0.0,1127.931,74.76,9.97,1.386,6480.055,1213.422,0.116,4439.578,6703.518,7777.934,0.0,0.0,40.806,304.336,262.835,10.721,187.789,228.745,0.0,1108.332,522.876,1303.133,84.383,1.716,0.0,0.595,851.249,11.929,8.928,,1058.755,77.29,2134.935,568.604,,10.116,4016.423,63.763,4259.244,1536.079,368.238,506.603,66.883,6.121,0.0,233.449,347.715,0.0,3.116,4.996,19.546
2021-11-02,385.715,5.738,24.999,1270.794,14.676,1139.737,12.757,5353.656,405.238,182.047,4517.219,836.003,156.398,397.671,3869.629,1417.251,414.645,191.545,10.077,8613.65,1448.46,2290.938,2844.912,5.317,498.388,5.112,273.23,1959.19,1511.97,492.719,325.929,0.0,1616.919,4753.791,13.672,10.318,46.935,79.17,420.135,114.64,5398.562,10.934,2.144,689.613,0.435,219.532,46.607,134.329,0.0,604.536,3.48,5680.384,468.062,381.853,1314.722,3596.249,1.131,2064.343,22.304,2254.048,528.283,142.437,58.654,0.0,84.183,16.829,9382.654,39.944,20.554,2110.16,1686.916,10806.333,0.0,163.481,790.868,545.854,114.27,394.726,5.174,7477.062,1617.108,8.334,3825.321,2877.235,902.751,207.239,301.279,1.948,0.475,678.845,12.948,1319.44,104.861,2.537,2436.266,1590.226,65.262,15.546,,758.245,190.489,3637.19,5548.064,709.07,505.459,244.042,13.65,1036.074,581.916,10.55,0.0,72.947,35.841,114.318,638.955,8763.389,813.517,18.215,0.566,528.012,1016.389,7686.383,9.254,145.003,1494.748,0.0,0.203,1.764,1152.536,1664.764,11.906,228.767,0.0,85.09,4751.139,186.323,0.0,2868.628,411.06,15284.961,5549.513,0.0,46.452,2.214,113.069,37.787,,102.627,3173.135,1258.799,179.932,45.622,5.304,3.752,985.585,,1378.483,1414.527,304.715,22.507,18.047,0.0,433.327,225.242,180.032,46.75,150.868,233.508,1317.832,517.192,284.216,3978.632,1864.597,21.123,0.0,1027.663,672.701,0.0,1462.115,0.0,771.742,43.977,9.421,1.444,6373.965,1213.422,0.116,4478.429,6475.82,7232.611,0.0,0.0,38.101,286.111,276.653,11.179,269.667,229.524,0.0,923.879,568.945,1526.577,71.864,1.716,0.0,0.595,849.408,8.947,8.476,,1110.354,70.168,2136.728,721.69,,10.243,4027.103,62.069,4112.493,1543.171,364.821,485.86,73.929,6.121,0.0,263.871,368.512,0.0,2.819,5.595,19.791
2021-11-03,387.066,4.838,23.587,1235.259,15.255,1377.704,11.436,7873.024,351.917,177.191,4506.789,789.036,155.933,378.532,4075.678,1413.003,414.645,184.074,9.785,8620.751,1448.25,4344.572,2706.737,4.119,311.493,2.556,231.101,1774.36,1559.596,492.719,322.149,0.0,1639.191,4647.48,13.672,9.155,40.315,66.238,413.373,99.467,13998.428,10.934,2.144,668.699,0.478,219.86,57.363,134.329,0.0,536.207,2.77,5680.881,437.292,334.775,1411.819,3942.066,1.131,2082.533,23.197,1814.233,532.024,117.049,59.05,0.0,84.183,21.987,9593.051,44.937,19.331,2156.96,1762.15,11201.687,0.0,139.82,804.404,593.5,114.27,321.474,3.695,7927.604,1583.354,7.349,4467.974,3118.16,991.256,159.415,269.392,2.453,1.9,677.608,12.689,1330.326,115.021,2.27,2383.092,1635.814,62.953,15.844,,755.071,185.679,3945.764,5051.222,714.467,515.503,242.627,13.279,1067.086,564.285,10.624,0.0,72.386,37.012,95.617,682.65,8499.698,804.591,18.648,0.566,518.03,1194.257,7195.121,9.254,144.0,1277.021,0.0,0.203,1.421,1127.284,1752.584,11.995,264.395,0.0,83.401,4136.276,178.873,0.0,2765.053,685.1,15326.746,5785.527,0.0,41.78,2.184,112.183,37.008,,96.505,3317.122,1245.004,188.418,26.049,3.777,3.949,956.391,,1437.711,1475.989,309.422,21.633,17.517,0.0,426.089,215.035,248.752,42.768,154.833,216.764,1369.717,527.804,297.203,3736.812,1890.731,22.211,0.0,817.936,689.379,0.0,1394.781,0.0,1038.884,43.977,9.256,1.386,6341.658,1185.42,0.116,4178.802,6861.045,7366.583,0.0,0.0,35.964,280.259,283.852,9.988,264.516,204.881,0.0,949.767,558.802,1443.4,83.163,1.674,0.0,0.0,838.626,3.728,8.137,9.357,1271.029,68.225,2170.334,874.776,,9.736,4049.721,60.374,4066.291,1496.598,365.048,456.936,64.399,0.0,0.0,257.511,395.959,0.0,2.433,6.195,17.34
2021-11-04,391.386,4.79,22.961,1227.871,15.99,1415.277,10.031,7998.992,341.253,173.917,4515.061,779.643,155.736,366.843,4309.916,1440.615,326.838,179.998,9.51,8542.639,1450.243,4429.937,2585.835,4.119,436.09,1.278,287.874,2107.053,1644.642,261.187,320.11,0.0,1608.011,4571.396,13.672,6.982,38.765,66.238,413.946,87.666,12514.188,10.934,2.144,656.099,0.493,222.905,62.143,104.013,0.0,497.796,3.658,6215.82,409.822,366.16,1398.427,4288.741,1.182,2210.205,15.167,3009.978,520.536,119.938,58.942,0.0,102.095,28.23,9556.1,48.266,18.852,2208.052,1845.347,10429.806,0.0,139.82,828.047,642.959,0.0,321.474,3.695,8247.282,1654.267,6.273,4529.18,3486.673,1044.359,183.327,257.735,2.02,7.599,715.94,19.767,1364.336,73.805,2.938,2606.723,1807.441,61.811,15.499,,737.601,178.51,4030.572,4329.619,701.662,533.102,241.566,12.352,1077.719,543.922,11.901,0.0,71.264,34.904,90.64,767.65,8190.618,800.766,20.817,0.566,525.663,1397.535,6944.944,8.816,143.514,1732.548,0.0,0.203,1.029,1107.719,1716.31,12.658,305.648,0.0,80.234,4359.443,126.796,0.0,2741.833,465.868,15485.057,6149.116,0.0,38.79,2.396,115.93,33.891,,88.649,3517.532,1151.887,195.553,26.049,5.113,3.514,954.179,,1492.162,1574.989,294.612,19.23,16.902,0.0,410.851,202.333,215.625,41.441,158.24,200.339,1548.581,575.901,297.574,3521.85,1891.056,20.977,0.0,775.99,711.617,0.0,1269.731,0.0,1246.661,57.17,9.091,1.559,6258.562,1148.084,0.116,4102.698,7321.047,8251.083,0.0,0.0,32.391,280.752,288.097,9.163,287.203,207.263,0.0,933.587,554.252,1574.286,70.96,1.507,0.0,0.641,815.222,6.71,7.459,9.357,1237.718,68.063,2216.665,634.212,,9.058,4084.481,58.785,4030.044,1516.424,362.633,449.925,62.955,0.0,0.0,258.995,413.151,0.0,2.374,7.144,14.215
2021-11-05,395.16,4.766,27.095,1285.57,16.146,1277.507,8.739,7998.992,405.238,171.675,4421.192,751.463,154.008,364.742,4831.303,1470.35,326.838,177.96,7.728,8397.066,1450.557,3680.361,2704.27,4.119,467.239,2.556,390.131,2513.677,1435.892,2410.752,321.582,0.0,1314.025,4494.427,13.672,7.525,37.393,66.238,414.908,75.865,14347.662,10.934,2.144,667.781,0.496,230.057,72.898,104.013,0.0,505.324,4.119,6846.037,386.632,376.622,1558.024,4675.819,1.363,2289.597,11.598,2446.466,540.573,113.549,58.897,0.0,61.496,25.515,9372.097,43.273,17.888,2246.479,1927.236,9921.494,0.0,114.007,866.309,680.784,104.475,207.2,2.956,8614.499,1803.626,9.38,4774.0,3802.321,1062.06,143.473,233.525,2.02,8.074,678.845,21.925,1387.699,102.369,2.404,2883.929,2046.109,59.423,14.9,,723.372,173.094,4301.719,3501.55,690.126,557.307,244.396,11.811,1133.186,528.56,10.846,0.0,63.408,35.606,84.909,835.649,7684.311,806.777,21.251,0.566,530.067,1677.042,6966.762,9.189,141.28,1789.682,0.0,0.203,0.686,1074.187,1964.498,13.986,365.653,0.0,81.501,4611.852,124.929,0.0,2659.034,548.08,15118.411,6504.731,0.0,37.882,2.487,118.735,38.566,,78.304,3746.181,1124.297,203.846,26.049,4.693,3.263,957.29,,1582.915,1645.099,294.146,19.23,16.516,0.0,400.375,178.062,214.836,48.815,164.76,156.137,1711.713,619.228,304.252,3307.905,1896.667,19.598,0.0,838.909,761.653,0.0,1356.304,0.0,1216.978,43.977,8.734,1.386,6186.962,1288.094,0.116,3662.572,7784.593,8863.864,0.0,39.494,30.12,285.085,290.896,8.43,304.698,210.561,0.0,810.619,529.132,1703.341,58.982,1.59,0.0,0.641,803.813,5.964,5.99,0.0,1143.012,60.941,2261.005,612.343,,8.614,4076.723,58.573,3891.04,1523.2,365.906,426.552,60.241,0.0,0.0,253.942,439.682,0.0,2.077,7.493,11.397
2021-11-06,399.066,4.547,27.633,1093.122,16.057,1277.507,7.868,5983.498,351.917,174.224,4415.437,760.856,154.175,372.459,5261.747,1500.375,326.838,167.772,8.803,8400.616,1450.662,4616.794,2704.27,4.119,467.239,2.556,298.181,2291.882,1435.892,2410.752,326.974,0.0,1507.788,4492.952,13.672,7.525,35.425,66.238,405.65,77.55,14929.717,10.934,2.144,701.142,0.497,237.19,81.264,104.013,0.0,505.324,3.977,7477.99,372.184,387.084,1558.024,5009.915,1.363,2362.018,11.598,2446.466,560.611,121.327,58.546,447.573,23.285,30.401,9091.567,36.615,17.037,2276.078,2003.22,9488.488,0.0,114.007,900.059,713.89,104.475,271.662,2.956,8782.751,1803.626,9.38,5018.821,3964.671,1062.06,167.385,224.895,2.02,8.074,656.587,24.687,1408.114,86.266,2.938,2883.929,2046.109,58.009,14.105,,723.304,173.88,4444.858,3525.209,685.681,589.202,240.505,11.375,1142.047,520.002,9.625,0.0,58.358,39.355,87.171,849.196,7148.824,813.517,22.118,0.566,530.067,1677.042,7022.397,8.698,140.707,1789.682,0.0,0.203,1.029,1040.214,2191.685,13.455,406.906,0.0,81.079,5135.908,154.026,0.0,2567.069,602.888,14721.456,6764.666,0.0,35.96,2.942,123.239,36.229,,72.772,3926.948,1193.272,198.253,26.049,4.502,3.386,969.021,,1633.545,1693.679,298.431,19.23,15.406,0.0,400.375,174.433,214.836,44.39,165.876,144.731,1846.921,647.074,316.126,3101.946,1903.626,18.147,0.0,817.936,717.177,0.0,1356.304,0.0,1216.978,39.579,8.762,1.039,6012.765,1288.094,0.116,3648.912,8131.366,9185.586,0.0,39.494,31.138,285.802,294.022,8.43,304.698,212.943,0.0,873.721,529.132,1703.341,47.231,1.339,0.0,0.641,793.255,7.455,5.199,0.0,1210.939,75.752,2312.305,677.951,,8.825,4050.074,56.985,3734.38,1526.168,369.068,403.471,58.306,0.0,0.0,220.234,462.74,0.0,2.344,7.344,14.828
2021-11-07,398.044,3.574,27.542,1345.733,15.678,1277.507,6.772,5983.498,351.917,175.213,4354.297,760.856,149.155,364.742,5678.767,1536.096,326.838,171.168,8.61,8187.583,1443.006,4616.794,2704.27,4.119,467.239,2.556,353.236,2439.746,1435.892,2410.752,324.796,0.0,1363.023,4463.315,13.672,7.525,33.994,66.238,397.068,69.121,14929.717,10.934,2.144,721.342,0.507,243.956,66.923,104.013,0.0,505.324,4.403,7686.408,354.971,376.622,1558.024,5075.191,1.363,2512.3,11.598,1896.699,578.689,117.993,58.275,447.573,23.285,30.944,8390.998,29.958,16.559,2290.68,2049.185,8848.391,789.266,114.007,919.732,746.597,104.475,271.662,2.956,8975.573,1803.626,9.38,4927.013,4114.985,1062.06,167.385,229.322,2.02,7.599,656.587,25.205,1422.201,86.266,2.938,2883.929,2046.109,57.278,13.818,,713.445,171.139,4736.51,3300.447,691.184,611.171,235.907,10.803,1175.186,501.186,9.68,0.0,61.724,38.886,86.116,901.125,6854.334,838.837,21.684,0.566,524.929,1677.042,6870.764,8.522,133.731,1789.682,0.0,0.203,0.931,1021.474,2250.868,13.19,470.661,0.0,80.867,5608.406,153.524,0.0,2504.13,602.888,8019.72,6801.343,0.0,33.397,2.305,124.457,31.944,,65.079,4161.006,1165.682,203.267,26.049,4.731,3.441,976.721,,1683.698,1761.949,285.132,16.17,15.266,0.0,400.375,170.576,173.919,45.275,168.989,137.912,1981.401,672.388,315.755,2993.55,1890.476,18.074,0.0,1006.69,717.177,0.0,933.06,0.0,1216.978,65.965,8.597,1.039,5861.271,1288.094,0.116,3540.699,8433.486,9495.515,0.0,39.494,30.721,287.59,295.431,8.43,304.698,191.598,0.0,859.159,529.132,1703.341,47.231,1.256,0.0,0.641,780.716,6.71,3.955,0.0,1289.97,45.403,2328.194,677.951,,8.445,4051.686,55.82,3618.484,1540.841,368.393,399.965,56.631,0.0,0.0,211.436,484.403,0.0,2.344,8.393,12.867
2021-11-08,406.488,2.747,28.028,1357.343,15.322,2367.146,7.474,5983.498,309.261,178.509,4260.428,751.463,148.733,370.74,5956.743,1546.716,297.569,152.149,8.616,7960.347,1442.692,6707.32,2499.476,4.119,482.813,2.556,364.525,2476.712,1721.029,2344.98,335.269,0.0,1193.759,4357.003,13.672,6.517,32.622,66.238,436.518,75.865,14929.717,0.0,0.113,747.613,0.512,250.26,65.728,80.899,0.0,463.825,4.084,7715.19,340.522,371.391,1677.442,5098.537,0.737,2654.592,9.814,3394.816,589.02,72.607,58.077,447.573,54.331,32.573,7918.924,24.965,16.186,2378.953,2212.732,8565.996,2367.798,126.913,932.185,751.478,104.475,328.59,2.217,8988.926,2103.135,9.38,5233.039,4298.904,1274.472,103.62,229.322,3.03,7.599,741.907,32.887,1477.495,116.363,2.804,3548.402,2231.143,57.069,13.241,,696.325,171.026,4797.428,2992.879,692.983,640.458,220.345,10.932,1214.35,487.628,9.514,0.0,63.408,37.715,83.703,914.539,6665.752,845.941,21.684,0.0,549.737,1931.14,6592.225,8.777,133.386,2487.643,0.0,0.203,0.882,1019.028,2006.499,13.632,483.787,0.0,81.712,6317.922,153.524,0.0,2441.496,685.1,7953.512,6865.131,0.0,31.182,2.093,126.709,29.606,,62.787,4363.58,1258.799,202.882,26.049,5.533,3.267,975.839,,1685.131,1798.2,294.19,16.607,15.024,0.0,363.233,194.62,195.019,48.225,167.432,129.103,2041.867,679.885,323.917,2854.277,1883.123,18.219,0.0,880.854,972.914,0.0,1231.255,0.0,1513.802,65.965,8.432,1.097,5635.994,1642.787,0.0,3540.699,8748.719,9507.308,0.0,39.494,30.888,294.503,297.843,9.53,439.626,196.774,0.0,943.295,529.132,1944.403,64.632,1.172,0.0,0.641,772.724,6.71,4.859,0.0,1462.402,46.617,2318.187,765.429,,8.233,4031.385,54.76,3504.425,1533.333,368.071,396.46,55.591,0.0,0.0,224.509,508.744,0.0,2.493,8.443,12.132
2021-11-09,414.634,2.188,28.653,1373.175,16.391,2517.44,7.727,5983.498,234.612,178.707,4220.506,695.103,147.465,374.178,6317.608,1515.532,397.572,133.131,8.482,7871.583,1434.931,6707.32,2114.561,4.119,482.813,2.556,413.936,2476.712,1788.448,2344.98,362.634,638.325,1209.349,4223.119,0.0,6.439,26.241,66.238,450.873,75.865,14929.717,0.0,0.0,768.272,0.513,265.181,71.703,80.899,0.0,431.591,4.368,8752.566,333.209,324.314,1681.907,5255.294,0.737,2753.364,6.245,3394.816,600.33,74.274,58.077,447.573,48.958,32.301,7556.95,19.972,15.165,2445.099,2323.569,8340.079,2367.798,126.913,959.077,905.903,104.475,204.688,2.217,9113.913,2235.305,9.589,5416.654,4502.371,1752.398,103.62,277.406,2.67,7.599,665.243,37.376,1524.816,76.585,2.671,3821.394,2488.583,56.76,12.595,,676.009,166.554,5117.549,2957.39,379.617,696.016,218.577,10.714,1284.083,479.431,8.699,0.0,57.796,37.949,65.906,938.047,6431.78,861.789,19.516,0.377,565.885,2439.334,6682.405,9.409,132.371,2141.751,0.0,0.0,0.931,1055.86,2038.954,14.163,495.037,0.0,67.565,7236.752,180.81,0.0,2566.458,1013.949,7494.174,7040.547,0.0,28.485,2.002,121.209,26.1,,63.475,4564.9,1213.965,210.21,26.049,6.487,3.107,999.048,,1725.253,1890.208,294.079,17.7,14.994,0.0,338.471,146.306,183.187,41.441,167.432,121.479,2270.885,751.154,325.402,2677.058,1883.621,17.058,0.0,650.154,900.64,0.0,1067.729,0.0,1869.991,65.965,8.542,1.155,5343.775,1652.121,0.0,3523.137,9642.143,10551.725,0.0,39.494,32.157,310.208,293.173,8.797,317.251,203.416,12.502,1121.276,466.285,2062.475,81.445,1.256,0.0,0.641,763.379,10.438,4.407,0.0,1469.586,38.2,2304.9,634.212,,7.873,4021.637,54.549,3493.152,1562.592,371.556,397.92,46.35,0.0,0.0,194.087,534.165,0.0,2.523,7.893,11.948
2021-11-10,420.749,2.213,31.03,1415.042,16.814,2154.228,7.924,5857.53,351.917,185.365,4087.436,845.396,146.006,374.903,6594.019,1478.846,,123.621,8.359,7665.651,1434.196,6021.831,2578.432,2.172,482.813,1.278,408.21,3363.892,1698.453,2344.98,356.457,638.325,1149.215,4065.494,7.85,7.293,30.117,49.114,459.48,84.294,6329.851,0.0,0.0,812.345,0.497,279.909,81.264,80.899,0.0,358.629,4.545,9432.902,319.473,340.006,1700.88,5697.737,0.808,2929.997,5.353,4851.7,614.134,94.05,57.924,619.911,48.958,33.116,6843.561,14.147,14.265,2504.034,2431.958,7624.678,2630.887,158.104,973.154,930.279,104.475,237.338,2.587,9041.004,2466.539,9.589,5845.09,4593.657,2265.727,103.62,275.836,2.02,31.345,790.131,40.656,1572.329,66.425,2.938,4407.21,2713.842,56.906,11.43,,648.737,160.194,5076.538,3099.345,360.567,744.205,212.918,10.415,1324.93,473.76,10.087,0.0,53.869,38.418,72.844,948.273,5875.761,916.8,19.082,0.566,571.903,2922.119,6984.944,8.99,132.3,2526.247,0.0,1.351,1.421,1056.862,1867.132,14.65,502.538,0.0,83.401,8601.146,152.67,0.0,2411.554,739.908,6778.832,6979.948,0.0,26.563,1.972,125.362,24.932,,63.213,4911.176,1162.233,218.888,14.824,7.25,2.448,1008.748,,1767.286,1939.708,282.734,18.574,15.236,0.0,319.424,203.694,125.116,41.588,200.267,133.378,2474.412,807.625,338.017,2478.424,1866.615,14.445,0.0,713.072,817.248,0.0,1125.444,0.0,1216.978,65.965,8.24,1.097,5035.256,2100.154,0.0,3495.817,9845.564,11036.666,0.0,39.494,31.506,317.218,293.945,10.08,405.016,208.546,12.502,1043.612,482.779,2238.781,57.717,1.172,0.201,0.641,753.602,12.674,4.181,0.0,1547.311,185.657,2275.547,437.388,,8.318,4020.781,54.125,3471.259,1587.636,367.553,397.92,52.732,0.0,0.0,229.492,542.557,0.0,2.73,7.893,12.928
